Date,Machine_ID,Problem_Type,Service_Status,Cost,Hours
2020-03-31,MCH-9965,Leakage,In Progress,40208.55,11
2021-11-04,MCH-3477,Software Crash,Cancelled,41231.91,10
2020-06-29,MCH-5687,Leakage,Cancelled,31934.33,10
2022-04-21,MCH-3389,Calibration Issue,In Progress,20158.44,1
2020-06-30,MCH-6262,Leakage,Completed,25647.72,4
2020-05-20,MCH-8965,Leakage,Cancelled,4786.16,2
2024-09-29,MCH-2210,Sensor Error,Completed,28545.6,12
2022-02-26,MCH-3298,Leakage,Cancelled,27805.43,3
2022-12-22,MCH-8517,Leakage,Completed,2282.64,5
2025-08-01,MCH-2767,Mechanical Jam,Completed,40752.82,10
2020-10-29,MCH-9446,Overheating,Completed,948.14,5
2024-09-21,MCH-3081,Wear and Tear,Completed,46076.91,8
2025-07-13,MCH-5975,Software Crash,Cancelled,14584.96,11
2022-09-09,MCH-7256,Leakage,Cancelled,49016.71,6
2022-10-03,MCH-3869,Software Crash,Cancelled,19891.51,4
2024-10-30,MCH-1790,Leakage,Pending,39872.3,7
2025-04-22,MCH-1708,Power Failure,In Progress,37888.78,8
2024-07-02,MCH-5093,Overheating,Completed,8024.69,8
2022-11-03,MCH-4794,Mechanical Jam,Completed,24864.77,12
2020-09-05,MCH-8134,Power Failure,Cancelled,34424.0,10
2021-10-20,MCH-1360,Power Failure,In Progress,5677.82,7
2025-10-07,MCH-9071,Leakage,Cancelled,23980.02,1
2024-07-28,MCH-5556,Power Failure,Cancelled,5008.69,7
2022-11-29,MCH-8020,Software Crash,In Progress,2589.37,3
2022-01-27,MCH-7865,Mechanical Jam,Pending,11620.54,7
2023-05-31,MCH-3702,Mechanical Jam,Pending,2517.09,6
2022-05-23,MCH-7667,Overheating,Cancelled,26527.92,11
2025-03-19,MCH-2637,Software Crash,In Progress,39628.99,8
2025-12-24,MCH-3390,Wear and Tear,Cancelled,46118.27,9
2022-07-30,MCH-6137,Sensor Error,In Progress,46790.99,12
2024-05-01,MCH-6738,Sensor Error,Completed,6772.08,5
2023-03-19,MCH-8465,Calibration Issue,Cancelled,36454.73,12
2023-09-01,MCH-4326,Wear and Tear,In Progress,18237.92,4
2025-06-24,MCH-1194,Software Crash,Cancelled,10115.87,12
2022-09-07,MCH-5674,Sensor Error,In Progress,9251.24,3
2022-10-04,MCH-4584,Power Failure,In Progress,46899.63,9
2022-06-05,MCH-9488,Power Failure,Completed,35793.51,6
2025-08-16,MCH-1608,Wear and Tear,In Progress,38661.87,4
2023-11-17,MCH-1236,Calibration Issue,Completed,9731.94,11
2020-11-10,MCH-4616,Power Failure,Cancelled,36863.55,11
2024-07-12,MCH-5196,Wear and Tear,Completed,23455.88,9
2021-05-04,MCH-4043,Mechanical Jam,Cancelled,14994.6,3
2024-04-30,MCH-7340,Power Failure,Cancelled,12215.66,1
2025-06-08,MCH-7771,Software Crash,Completed,26953.08,8
2022-02-03,MCH-5836,Calibration Issue,Pending,15133.8,5
2022-10-22,MCH-1371,Calibration Issue,In Progress,47870.97,4
2020-08-05,MCH-9863,Power Failure,Cancelled,28916.74,5
2025-03-24,MCH-4279,Overheating,In Progress,12562.6,3
2024-05-01,MCH-4255,Sensor Error,In Progress,27732.42,10
2024-10-13,MCH-3786,Software Crash,Pending,19335.83,6
2021-07-02,MCH-5213,Software Crash,Cancelled,32727.97,12
2023-01-27,MCH-1912,Sensor Error,In Progress,25991.95,12
2023-02-18,MCH-4419,Sensor Error,Pending,8385.35,4
2021-11-13,MCH-8785,Software Crash,Cancelled,24817.13,1
2020-12-29,MCH-9160,Power Failure,Completed,29742.1,6
2021-03-28,MCH-3242,Calibration Issue,Pending,7128.78,6
2023-09-10,MCH-1891,Leakage,Completed,35503.4,12
2024-09-26,MCH-6554,Power Failure,Completed,3617.68,5
2020-02-11,MCH-5280,Calibration Issue,Completed,4888.49,8
2024-06-08,MCH-6706,Leakage,Cancelled,13661.39,10
2024-06-28,MCH-4413,Overheating,In Progress,20064.71,10
2024-02-21,MCH-5822,Power Failure,In Progress,34686.37,6
2022-02-16,MCH-3061,Sensor Error,In Progress,26196.55,8
2024-09-28,MCH-9955,Software Crash,In Progress,27621.38,11
2020-02-24,MCH-9626,Wear and Tear,Cancelled,11110.46,6
2020-10-05,MCH-1133,Calibration Issue,Pending,1011.87,1
2020-07-23,MCH-2426,Leakage,Completed,22316.13,7
2024-05-22,MCH-9688,Leakage,Cancelled,44403.78,8
2021-07-15,MCH-3143,Sensor Error,Cancelled,28999.2,11
2023-05-11,MCH-3942,Sensor Error,Pending,13645.44,5
2023-08-16,MCH-4828,Overheating,Pending,26390.38,10
2025-01-31,MCH-4330,Overheating,Completed,37852.41,7
2020-12-14,MCH-9193,Calibration Issue,Pending,35523.01,11
2025-01-10,MCH-5160,Power Failure,Cancelled,37091.88,6
2020-02-04,MCH-7418,Power Failure,In Progress,30342.03,6
2021-09-02,MCH-6707,Wear and Tear,Cancelled,19614.74,3
2021-06-24,MCH-3420,Overheating,Cancelled,40535.87,1
2021-01-30,MCH-1184,Power Failure,Completed,16939.37,10
2021-07-17,MCH-6899,Mechanical Jam,Pending,16259.94,8
2021-09-09,MCH-4647,Leakage,Cancelled,45586.29,3
2025-05-23,MCH-6773,Sensor Error,Completed,6027.1,4
2024-11-09,MCH-2152,Overheating,Cancelled,12052.87,8
2022-11-26,MCH-7067,Software Crash,Cancelled,8996.67,2
2020-06-27,MCH-6361,Software Crash,Cancelled,37158.06,1
2023-03-05,MCH-7100,Software Crash,Completed,9182.63,5
2025-05-02,MCH-2184,Overheating,Pending,47443.94,7
2020-12-26,MCH-8483,Overheating,Pending,39239.1,1
2022-02-08,MCH-7196,Sensor Error,In Progress,30516.88,11
2022-09-04,MCH-5320,Calibration Issue,In Progress,5180.54,9
2022-06-06,MCH-5576,Power Failure,Pending,19335.95,4
2022-10-22,MCH-2715,Calibration Issue,Cancelled,35831.38,6
2020-02-19,MCH-8116,Calibration Issue,Completed,1197.94,6
2021-10-24,MCH-6885,Software Crash,Completed,4488.69,8
2020-09-09,MCH-9510,Sensor Error,Cancelled,6028.65,5
2021-07-22,MCH-6229,Overheating,Completed,39331.39,11
2021-09-19,MCH-3812,Leakage,In Progress,15226.68,10
2023-03-15,MCH-3921,Mechanical Jam,Cancelled,24712.37,5
2024-03-26,MCH-7335,Mechanical Jam,Cancelled,25376.75,11
2021-08-07,MCH-9315,Leakage,Cancelled,31499.97,2
2022-02-18,MCH-2213,Leakage,Pending,20519.36,1
2021-03-19,MCH-1891,Sensor Error,Cancelled,39704.19,2
2025-09-08,MCH-4940,Leakage,In Progress,6334.35,7
2020-08-30,MCH-7509,Calibration Issue,In Progress,33535.74,1
2021-07-08,MCH-3684,Wear and Tear,Completed,33156.17,2
2025-06-15,MCH-4359,Wear and Tear,Completed,47152.48,2
2020-12-30,MCH-5703,Sensor Error,Completed,31354.5,8
2020-03-06,MCH-7786,Wear and Tear,In Progress,22785.63,4
2023-07-08,MCH-9465,Power Failure,Cancelled,49924.5,4
2023-01-30,MCH-5300,Overheating,Completed,32171.28,12
2024-04-16,MCH-7636,Calibration Issue,Completed,48284.28,12
2023-11-18,MCH-4911,Sensor Error,Cancelled,16767.7,9
2022-08-29,MCH-6724,Overheating,Pending,42469.56,12
2024-07-05,MCH-8311,Power Failure,Completed,9013.32,12
2021-04-09,MCH-6647,Mechanical Jam,Completed,12601.88,2
2021-08-26,MCH-6687,Leakage,Pending,26132.04,5
2021-04-22,MCH-8221,Leakage,Cancelled,12596.79,10
2024-05-22,MCH-3410,Leakage,Completed,22632.86,2
2021-11-17,MCH-3190,Overheating,In Progress,17822.7,3
2022-10-11,MCH-7483,Wear and Tear,Pending,8611.83,9
2024-05-06,MCH-3475,Power Failure,Pending,11276.65,6
2021-09-24,MCH-3603,Overheating,Cancelled,37985.86,1
2021-02-21,MCH-1123,Leakage,Cancelled,38520.62,11
2023-11-22,MCH-7473,Calibration Issue,Completed,32812.98,2
2024-10-20,MCH-5497,Wear and Tear,In Progress,14961.07,4
2023-09-27,MCH-4036,Mechanical Jam,Cancelled,10823.74,11
2020-12-21,MCH-5626,Sensor Error,Completed,26541.63,5
2023-01-16,MCH-4641,Overheating,In Progress,21481.81,11
2022-08-18,MCH-4719,Power Failure,Pending,7675.33,11
2020-08-19,MCH-9636,Leakage,Cancelled,6237.98,1
2023-06-22,MCH-3509,Sensor Error,Pending,49765.88,11
2025-05-31,MCH-7736,Leakage,Pending,32601.3,11
2025-09-04,MCH-5220,Calibration Issue,Completed,24000.72,12
2022-05-18,MCH-5905,Overheating,Completed,22370.98,4
2021-07-22,MCH-9324,Leakage,Completed,38281.98,9
2023-08-25,MCH-2099,Overheating,Completed,49873.14,3
2024-12-13,MCH-2670,Leakage,Pending,16265.78,2
2025-04-09,MCH-9846,Leakage,Completed,36168.61,6
2020-08-22,MCH-7658,Software Crash,Cancelled,48301.58,7
2025-07-28,MCH-5120,Power Failure,Cancelled,39025.36,7
2022-03-03,MCH-9811,Sensor Error,Pending,7095.86,4
2020-09-19,MCH-3503,Mechanical Jam,In Progress,33618.41,9
2021-01-07,MCH-1715,Leakage,Completed,20082.9,2
2020-09-30,MCH-6010,Calibration Issue,In Progress,12600.63,12
2020-07-05,MCH-7586,Power Failure,Pending,25591.16,4
2025-09-16,MCH-4134,Wear and Tear,Pending,30235.44,3
2020-03-22,MCH-8265,Overheating,Pending,14532.17,12
2024-08-16,MCH-1009,Overheating,In Progress,23484.2,3
2024-03-13,MCH-2943,Software Crash,Cancelled,6402.58,12
2022-10-02,MCH-7162,Mechanical Jam,Completed,6820.4,10
2023-08-14,MCH-6790,Sensor Error,Cancelled,19508.42,12
2021-03-03,MCH-1049,Software Crash,In Progress,25036.61,12
2022-09-06,MCH-3673,Software Crash,Cancelled,48798.27,6
2022-06-28,MCH-6795,Wear and Tear,Cancelled,42577.07,4
2024-07-20,MCH-4936,Mechanical Jam,In Progress,28251.46,4
2020-07-10,MCH-1468,Mechanical Jam,Completed,36406.51,6
2021-01-23,MCH-1277,Mechanical Jam,Pending,3186.3,4
2021-12-16,MCH-7645,Power Failure,Completed,45979.51,8
2020-10-02,MCH-8823,Software Crash,Completed,1680.7,4
2024-12-08,MCH-1196,Power Failure,Pending,5657.37,10
2023-07-15,MCH-6922,Wear and Tear,Pending,41904.79,4
2020-01-05,MCH-4969,Leakage,In Progress,46304.55,7
2023-03-01,MCH-8700,Sensor Error,In Progress,38085.52,7
2024-08-19,MCH-9915,Calibration Issue,In Progress,45702.52,11
2024-01-02,MCH-6592,Wear and Tear,Cancelled,30919.57,6
2022-06-02,MCH-3726,Calibration Issue,Pending,2425.36,11
2023-07-20,MCH-1615,Mechanical Jam,Cancelled,19863.89,5
2023-02-21,MCH-4420,Software Crash,Completed,26391.61,5
2022-06-24,MCH-7370,Mechanical Jam,Cancelled,37552.77,11
2024-02-04,MCH-5531,Wear and Tear,Cancelled,34094.7,5
2022-09-28,MCH-8707,Overheating,In Progress,44262.7,7
2020-06-02,MCH-8560,Power Failure,Completed,8182.11,7
2023-09-01,MCH-4860,Software Crash,Pending,34413.2,6
2023-09-11,MCH-4982,Wear and Tear,Cancelled,17055.53,7
2025-05-01,MCH-7906,Power Failure,Pending,31095.4,6
2025-12-05,MCH-8209,Wear and Tear,In Progress,36436.05,2
2025-06-28,MCH-4612,Power Failure,Completed,34871.26,2
2021-03-09,MCH-8540,Power Failure,Pending,47767.72,3
2020-09-18,MCH-4749,Overheating,Completed,31900.85,5
2024-07-25,MCH-7411,Software Crash,Pending,45213.13,5
2024-12-06,MCH-3594,Sensor Error,In Progress,25365.34,4
2020-01-05,MCH-9664,Overheating,In Progress,11359.01,5
2023-08-27,MCH-8935,Wear and Tear,Completed,21568.24,8
2023-12-25,MCH-8589,Wear and Tear,Completed,34472.45,4
2021-03-09,MCH-4817,Mechanical Jam,Pending,37534.54,2
2025-09-03,MCH-7973,Mechanical Jam,Pending,45723.02,10
2022-05-29,MCH-2694,Sensor Error,Completed,19302.33,2
2020-11-17,MCH-3452,Wear and Tear,Cancelled,45490.11,1
2023-04-27,MCH-1242,Mechanical Jam,In Progress,1521.41,12
2023-12-27,MCH-7640,Power Failure,Pending,17670.63,5
2020-12-11,MCH-4015,Wear and Tear,Completed,47974.59,10
2021-03-27,MCH-4184,Software Crash,Pending,39075.83,9
2023-07-28,MCH-2151,Power Failure,Pending,2741.27,12
2021-01-23,MCH-8376,Mechanical Jam,Pending,8441.22,4
2024-06-10,MCH-7625,Sensor Error,Cancelled,8651.92,8
2024-04-29,MCH-2592,Calibration Issue,Pending,6676.48,7
2022-04-28,MCH-3552,Calibration Issue,Pending,35788.26,12
2021-09-28,MCH-9721,Software Crash,In Progress,658.77,11
2020-01-30,MCH-4516,Leakage,In Progress,25688.79,2
2022-04-29,MCH-5201,Software Crash,Pending,1734.4,12
2025-05-05,MCH-2413,Calibration Issue,Completed,38076.66,3
2022-05-05,MCH-3900,Calibration Issue,In Progress,23299.0,5
2021-01-27,MCH-5393,Sensor Error,Completed,11984.38,7
2024-08-24,MCH-5328,Leakage,Completed,23469.3,3
2024-07-16,MCH-9914,Software Crash,Cancelled,35133.51,6
2023-07-25,MCH-3439,Mechanical Jam,Pending,24144.5,12
2025-08-02,MCH-6846,Sensor Error,Cancelled,20721.9,8
2024-04-11,MCH-1545,Wear and Tear,Completed,44304.4,2
2024-12-25,MCH-5004,Leakage,Completed,9844.31,7
2020-10-27,MCH-9662,Power Failure,Completed,9387.94,2
2023-01-09,MCH-6033,Overheating,Completed,6050.31,4
2023-08-19,MCH-4082,Wear and Tear,Completed,27485.75,4
2021-03-30,MCH-3224,Leakage,Completed,32419.44,12
2023-01-22,MCH-4469,Overheating,Completed,46804.7,7
2024-12-25,MCH-2656,Leakage,Completed,42269.51,10
2023-02-04,MCH-8881,Leakage,Completed,9834.5,10
2023-03-03,MCH-6520,Software Crash,Cancelled,39920.3,1
2022-09-25,MCH-1269,Wear and Tear,In Progress,25493.32,9
2025-09-23,MCH-5491,Software Crash,Cancelled,31891.02,11
2025-07-30,MCH-7483,Wear and Tear,Pending,13021.17,1
2020-08-13,MCH-1175,Mechanical Jam,Cancelled,46246.33,12
2021-05-15,MCH-9179,Wear and Tear,In Progress,38833.11,3
2020-03-28,MCH-8794,Sensor Error,Cancelled,6672.21,5
2022-07-25,MCH-9194,Sensor Error,In Progress,49955.75,5
2020-07-21,MCH-9107,Mechanical Jam,In Progress,5515.43,2
2021-04-28,MCH-1658,Power Failure,Cancelled,38724.29,12
2025-05-26,MCH-6568,Overheating,In Progress,28045.45,11
2025-06-27,MCH-7531,Overheating,In Progress,6150.67,5
2023-08-13,MCH-9611,Leakage,Pending,41246.1,3
2021-09-21,MCH-4063,Overheating,Completed,13416.2,9
2021-12-17,MCH-4320,Sensor Error,Pending,42007.55,10
2024-09-25,MCH-1557,Power Failure,In Progress,45670.14,11
2020-10-27,MCH-1275,Sensor Error,In Progress,28962.21,6
2023-12-14,MCH-7715,Leakage,Cancelled,32757.45,8
2020-06-12,MCH-8338,Power Failure,Completed,15546.51,2
2025-05-05,MCH-8375,Power Failure,Cancelled,18101.83,11
2023-10-26,MCH-8385,Power Failure,Cancelled,45246.57,12
2022-07-20,MCH-2702,Leakage,Cancelled,30190.65,8
2022-08-16,MCH-1979,Overheating,Cancelled,36841.12,5
2025-01-02,MCH-4926,Power Failure,Completed,28578.73,3
2022-09-30,MCH-5967,Wear and Tear,In Progress,15261.93,8
2020-11-06,MCH-6183,Overheating,Pending,1744.02,3
2020-08-30,MCH-1729,Software Crash,Pending,12359.2,2
2022-11-14,MCH-1020,Leakage,Cancelled,9872.59,10
2020-10-11,MCH-3684,Wear and Tear,Cancelled,13116.04,12
2021-12-29,MCH-9688,Software Crash,Cancelled,37227.65,5
2023-06-19,MCH-3042,Sensor Error,Completed,26145.98,9
2025-10-21,MCH-5667,Wear and Tear,Pending,25599.78,1
2020-05-30,MCH-7843,Software Crash,Completed,24180.77,11
2021-02-07,MCH-8372,Power Failure,In Progress,8271.51,7
2021-08-01,MCH-5808,Calibration Issue,Completed,5498.92,4
2020-11-20,MCH-2241,Wear and Tear,Completed,43979.9,12
2021-06-04,MCH-6084,Overheating,Cancelled,33240.61,9
2025-04-09,MCH-9901,Mechanical Jam,Completed,20406.82,3
2020-01-06,MCH-6679,Leakage,In Progress,30027.25,11
2022-04-22,MCH-5753,Wear and Tear,Pending,33611.51,11
2020-11-03,MCH-9094,Wear and Tear,Cancelled,47738.97,4
2020-02-16,MCH-2929,Overheating,Cancelled,33545.03,3
2020-04-15,MCH-4799,Calibration Issue,Pending,23441.1,10
2021-12-25,MCH-1349,Wear and Tear,Pending,49233.56,4
2021-02-24,MCH-5122,Leakage,Completed,35064.05,4
2022-05-31,MCH-3548,Power Failure,Pending,49971.26,11
2020-04-30,MCH-8195,Wear and Tear,Completed,29185.08,1
2022-10-22,MCH-3488,Overheating,In Progress,36641.01,2
2025-02-24,MCH-8591,Sensor Error,Cancelled,26630.22,6
2025-08-13,MCH-6215,Overheating,In Progress,13046.85,6
2020-01-30,MCH-2033,Leakage,Cancelled,20106.6,5
2023-06-05,MCH-5656,Leakage,Pending,28956.98,8
2025-08-18,MCH-2021,Calibration Issue,Completed,36866.85,11
2023-12-05,MCH-7600,Sensor Error,Pending,20908.72,4
2021-05-21,MCH-1656,Leakage,Pending,9076.85,5
2022-03-04,MCH-8631,Calibration Issue,Pending,35520.97,6
2025-01-23,MCH-3778,Mechanical Jam,Pending,20635.2,5
2022-05-26,MCH-7372,Sensor Error,Cancelled,18794.57,1
2020-08-28,MCH-4721,Leakage,Completed,1306.72,3
2022-08-26,MCH-5760,Leakage,Cancelled,38037.82,11
2022-08-27,MCH-1664,Wear and Tear,Completed,7495.67,10
2020-07-14,MCH-4843,Calibration Issue,In Progress,6838.48,5
2024-07-16,MCH-9158,Software Crash,Completed,46308.29,4
2022-10-16,MCH-5596,Sensor Error,Cancelled,23815.48,10
2024-02-22,MCH-3942,Overheating,Pending,13775.25,8
2024-04-27,MCH-5776,Calibration Issue,Completed,23017.8,4
2020-03-17,MCH-8388,Mechanical Jam,Completed,9292.41,8
2020-11-18,MCH-3213,Power Failure,Completed,20997.77,2
2025-10-11,MCH-9657,Mechanical Jam,Completed,45639.61,5
2022-11-09,MCH-6023,Mechanical Jam,Completed,26783.7,6
2021-10-15,MCH-8358,Mechanical Jam,Pending,24635.37,2
2024-01-17,MCH-8910,Mechanical Jam,Cancelled,40477.02,12
2022-12-25,MCH-1007,Calibration Issue,Cancelled,37275.64,8
2024-04-17,MCH-8807,Software Crash,In Progress,38191.67,7
2025-09-24,MCH-4416,Mechanical Jam,Pending,31200.14,3
2022-01-21,MCH-3300,Power Failure,In Progress,37370.84,11
2021-11-19,MCH-2486,Calibration Issue,Completed,16923.56,10
2020-12-20,MCH-4348,Software Crash,Cancelled,31887.96,3
2023-11-01,MCH-1921,Overheating,Completed,14689.55,10
2021-07-26,MCH-4964,Sensor Error,In Progress,6941.79,5
2025-08-12,MCH-7852,Mechanical Jam,Pending,37481.55,10
2024-01-21,MCH-9093,Overheating,Cancelled,19452.68,2
2024-12-07,MCH-7997,Wear and Tear,Completed,8876.91,4
2024-11-23,MCH-3031,Mechanical Jam,Completed,36530.58,2
2024-04-02,MCH-1926,Overheating,In Progress,47129.1,1
2023-06-17,MCH-6966,Mechanical Jam,Completed,37983.6,9
2020-09-06,MCH-5111,Mechanical Jam,Pending,9354.0,9
2024-07-24,MCH-9218,Leakage,In Progress,9122.88,2
2021-09-11,MCH-2762,Power Failure,Completed,24910.91,2
2021-12-23,MCH-2336,Power Failure,Cancelled,15792.32,9
2023-10-21,MCH-5572,Power Failure,Pending,7678.5,8
2025-02-16,MCH-9773,Wear and Tear,Cancelled,21788.77,9
2021-04-17,MCH-5497,Overheating,Cancelled,35307.75,5
2023-12-08,MCH-1925,Calibration Issue,Pending,24286.78,3
2025-07-24,MCH-5813,Mechanical Jam,Cancelled,18199.96,1
2020-06-24,MCH-2278,Sensor Error,Cancelled,7863.96,4
2021-09-08,MCH-9752,Overheating,Completed,31387.3,10
2020-05-21,MCH-2846,Software Crash,Cancelled,17176.53,12
2023-07-22,MCH-4010,Mechanical Jam,Cancelled,9388.47,5
2021-12-02,MCH-3151,Sensor Error,Completed,12000.73,7
2021-09-10,MCH-5380,Wear and Tear,Pending,26860.01,11
2024-08-26,MCH-4568,Calibration Issue,In Progress,25828.35,9
2025-03-22,MCH-1366,Leakage,Cancelled,28942.56,10
2021-10-08,MCH-5526,Mechanical Jam,Cancelled,19957.28,5
2023-11-14,MCH-9371,Calibration Issue,In Progress,4654.45,10
2022-12-27,MCH-5608,Sensor Error,In Progress,33273.86,1
2020-09-18,MCH-1094,Overheating,In Progress,6352.28,10
2020-03-28,MCH-7673,Leakage,In Progress,33450.99,5
2022-06-23,MCH-6650,Wear and Tear,Cancelled,39685.2,2
2021-06-12,MCH-3418,Software Crash,Cancelled,39524.88,3
2023-12-21,MCH-4581,Overheating,Pending,18512.84,5
2024-12-22,MCH-8426,Software Crash,Pending,10085.09,7
2024-04-27,MCH-9600,Calibration Issue,Completed,48123.49,3
2022-03-02,MCH-1904,Sensor Error,Cancelled,6287.89,12
2022-06-24,MCH-4556,Overheating,Completed,31678.79,8
2022-12-05,MCH-1134,Software Crash,Pending,44961.13,8
2023-01-29,MCH-5896,Sensor Error,Cancelled,11439.71,11
2022-10-12,MCH-2771,Leakage,Completed,3874.32,11
2023-09-27,MCH-4775,Software Crash,Pending,36014.73,4
2022-12-31,MCH-3699,Software Crash,In Progress,47364.89,11
2024-02-15,MCH-4149,Overheating,Cancelled,14159.81,1
2022-04-11,MCH-2824,Overheating,Completed,7381.3,5
2024-07-06,MCH-7201,Software Crash,In Progress,19284.94,6
2020-12-28,MCH-9718,Sensor Error,In Progress,47053.64,3
2022-07-01,MCH-5728,Overheating,Cancelled,14962.46,3
2020-02-08,MCH-1679,Software Crash,In Progress,19649.31,4
2022-07-18,MCH-4818,Wear and Tear,Completed,46291.42,6
2023-08-11,MCH-4795,Overheating,Completed,35483.98,4
2021-03-18,MCH-7408,Power Failure,In Progress,42069.39,6
2023-05-07,MCH-8919,Leakage,In Progress,10566.96,10
2025-01-30,MCH-2876,Wear and Tear,Pending,41641.44,6
2022-07-09,MCH-9783,Calibration Issue,Completed,22032.72,8
2021-05-31,MCH-2061,Mechanical Jam,Cancelled,3045.99,10
2023-12-18,MCH-4218,Power Failure,Cancelled,15603.46,8
2024-05-28,MCH-3058,Leakage,Cancelled,36538.33,1
2020-06-13,MCH-3760,Software Crash,Completed,9857.14,4
2022-03-16,MCH-4971,Power Failure,Cancelled,44945.17,10
2022-08-20,MCH-1387,Overheating,Cancelled,7021.85,12
2024-11-10,MCH-3198,Calibration Issue,Completed,9045.69,12
2025-06-22,MCH-6330,Power Failure,In Progress,45259.61,11
2021-11-15,MCH-9172,Mechanical Jam,In Progress,24511.08,6
2025-11-04,MCH-1990,Mechanical Jam,Completed,33567.77,8
2024-02-26,MCH-2594,Software Crash,In Progress,20985.38,4
2025-04-26,MCH-2180,Mechanical Jam,Completed,26680.45,2
2022-07-02,MCH-7970,Wear and Tear,Completed,42618.06,9
2023-04-27,MCH-3977,Overheating,In Progress,19997.82,5
2023-03-23,MCH-6932,Overheating,In Progress,38652.75,3
2022-07-09,MCH-8946,Wear and Tear,In Progress,41314.43,9
2025-08-13,MCH-1634,Mechanical Jam,Completed,48460.01,11
2023-06-10,MCH-2054,Wear and Tear,Pending,29114.59,2
2025-08-22,MCH-7328,Overheating,In Progress,45195.22,6
2025-06-20,MCH-1997,Software Crash,Cancelled,37392.1,5
2022-03-24,MCH-9578,Leakage,In Progress,21006.79,4
2020-03-02,MCH-5515,Software Crash,In Progress,16204.27,10
2022-11-25,MCH-6927,Leakage,Completed,38578.42,2
2025-03-17,MCH-4120,Mechanical Jam,In Progress,19883.06,8
2021-03-19,MCH-2717,Sensor Error,In Progress,31966.98,8
2024-02-12,MCH-3070,Calibration Issue,Pending,3307.79,10
2024-02-08,MCH-6395,Sensor Error,Completed,31334.59,4
2022-06-06,MCH-5041,Power Failure,Cancelled,45813.85,12
2024-01-12,MCH-1423,Software Crash,In Progress,4096.27,5
2021-11-14,MCH-9750,Software Crash,In Progress,47628.83,7
2020-02-06,MCH-8289,Sensor Error,Pending,503.63,10
2025-08-12,MCH-8411,Power Failure,In Progress,38933.99,2
2022-11-18,MCH-4561,Leakage,Completed,13169.38,3
2024-06-13,MCH-6610,Software Crash,Cancelled,11461.34,7
2021-07-29,MCH-2921,Wear and Tear,In Progress,12464.68,7
2023-11-21,MCH-9244,Leakage,Completed,43183.06,10
2024-02-23,MCH-6604,Calibration Issue,Pending,11314.83,3
2024-12-11,MCH-3391,Leakage,Completed,11982.21,2
2021-12-07,MCH-3618,Mechanical Jam,Cancelled,18916.96,7
2024-05-22,MCH-4713,Sensor Error,Pending,21636.71,3
2020-03-23,MCH-6058,Mechanical Jam,In Progress,17338.98,6
2024-03-23,MCH-4546,Overheating,Completed,49885.59,1
2024-05-03,MCH-4146,Leakage,Cancelled,46638.76,10
2021-06-28,MCH-2646,Sensor Error,Cancelled,49506.43,11
2020-07-20,MCH-4582,Calibration Issue,In Progress,38985.1,7
2023-02-11,MCH-9254,Wear and Tear,Cancelled,2855.74,9
2023-01-02,MCH-5062,Sensor Error,In Progress,708.08,12
2023-11-18,MCH-8614,Calibration Issue,Completed,12037.97,8
2024-02-17,MCH-9562,Mechanical Jam,In Progress,18716.95,4
2023-02-18,MCH-2242,Mechanical Jam,Cancelled,4186.15,10
2025-09-09,MCH-6638,Sensor Error,In Progress,13282.79,5
2020-04-22,MCH-4876,Sensor Error,Pending,48521.53,3
2022-02-13,MCH-2582,Power Failure,Pending,39452.69,4
2021-04-02,MCH-7014,Leakage,Pending,40058.42,9
2025-03-22,MCH-6391,Sensor Error,Pending,22265.72,8
2025-03-03,MCH-8931,Power Failure,Completed,4083.52,9
2021-10-20,MCH-1652,Software Crash,Cancelled,39945.79,9
2023-02-28,MCH-7209,Overheating,Pending,40705.66,9
2023-01-29,MCH-9202,Software Crash,Cancelled,46878.35,7
2021-09-11,MCH-5466,Overheating,Cancelled,28696.85,10
2021-10-23,MCH-3771,Power Failure,Cancelled,43201.35,8
2025-05-07,MCH-8860,Mechanical Jam,In Progress,22187.49,7
2024-03-22,MCH-9620,Mechanical Jam,Pending,14747.27,3
2024-09-26,MCH-3386,Sensor Error,Cancelled,33153.84,5
2021-06-24,MCH-8251,Software Crash,Completed,39914.01,10
2025-03-21,MCH-1925,Software Crash,Cancelled,28003.45,8
2025-05-25,MCH-1229,Leakage,In Progress,676.16,2
2025-10-14,MCH-7515,Power Failure,Completed,38074.92,3
2021-06-23,MCH-4067,Calibration Issue,Cancelled,32399.97,12
2022-11-28,MCH-5791,Overheating,Cancelled,10077.97,7
2022-07-17,MCH-2295,Sensor Error,Cancelled,39515.22,7
2020-04-29,MCH-1670,Wear and Tear,Cancelled,40606.99,4
2025-05-04,MCH-1061,Software Crash,In Progress,43420.19,1
2020-06-23,MCH-6569,Calibration Issue,Pending,9687.83,11
2025-08-17,MCH-2402,Wear and Tear,In Progress,5890.21,5
2025-06-01,MCH-1452,Leakage,In Progress,27879.78,12
2022-12-01,MCH-3190,Power Failure,Cancelled,27235.99,8
2021-12-11,MCH-8335,Calibration Issue,Pending,15057.23,6
2022-12-24,MCH-9500,Calibration Issue,Completed,40430.03,8
2024-10-16,MCH-3405,Software Crash,Pending,45954.49,6
2020-02-07,MCH-1217,Power Failure,Pending,27887.28,7
2024-06-29,MCH-3847,Mechanical Jam,Completed,43287.21,3
2025-03-26,MCH-6932,Leakage,Completed,21677.67,4
